channel_id,message_id,role_id
1163592075380527154,1163599438850314370,1161683910200143925
1163592075380527154,1163599447910006835,1161683967938928751
1163592075380527154,1163599457603035217,1161684023056273509
1163592075380527154,1163599505581686805,1161684174562930808
1163592075380527154,1163599544521592937,1160961505970360360
1163592075380527154,1163599555825242202,1161683813668233308
1169287742400770069,1169292918842990664,1169292458266464266
1169287742400770069,1215731856285368441,580478155702403085
